Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,PSH Flag Count,ACK Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Prediction,Prediction Label,Prediction Confidence
20425673,6,7,210.0,482.0,168.0,0.0,35.0,65.62926176637978,482.0,0.0,68.85714285714285,182.17887599044752,33.87893265499746,0.636453937160357,1702139.4166666667,4452630.911930904,15021514.0,1.0,15213068.0,3042613.6,6696930.073520875,15021541.0,1.0,20425636.0,3404272.6666666665,6055090.67187951,15021599.0,2.0,0,200,232,0.2937479709970878,0.3427059661632691,0.0,482.0,49.42857142857143,132.1436946810405,17461.95604395605,1,2,5,12,1.0,53.23076923076923,35.0,68.85714285714286,3,105,3,241,64240,128,4,32,95819.5,135389.02828700707,191554.0,85.0,10117016.0,6936007.58823172,15021514.0,5212518.0,0,BENIGN,0.99
20424712,6,7,209.0,482.0,168.0,0.0,34.833333333333336,65.67318072597571,482.0,0.0,68.85714285714285,182.17887599044752,33.83156638879412,0.6364838828571977,1702059.3333333335,4450836.908585239,15015623.0,0.0,15212022.0,3042404.4,6697038.987889595,15021540.0,0.0,20424702.0,3404117.0,6052309.314894241,15015775.0,170.0,0,200,232,0.2937617920879374,0.3427220907692603,0.0,482.0,49.35714285714285,132.16051263104688,17466.4010989011,1,2,5,12,1.0,53.15384615384615,34.833333333333336,68.85714285714286,3,104,3,241,64240,128,4,32,98275.5,138767.5844875164,196399.0,152.0,10113995.5,6931948.088200928,15015623.0,5212368.0,0,BENIGN,0.99
20426573,6,7,210.0,482.0,168.0,0.0,35.0,65.59878047646923,482.0,0.0,68.85714285714285,182.17887599044752,33.87743994061069,0.6364258948380621,1702214.4166666665,4450970.238396393,15015306.0,1.0,15211042.0,3042208.4,6697144.161051433,15021540.0,1.0,20426564.0,3404427.333333333,6052481.587542539,15015578.0,89.0,0,200,232,0.2937350283867979,0.3426908664512642,0.0,482.0,49.42857142857142,132.1378733838924,17460.417582417584,1,2,5,12,1.0,53.23076923076923,35.0,68.85714285714286,3,105,3,241,64240,128,4,32,98004.0,138213.91987784734,195736.0,272.0,10115238.0,6929742.622150407,15015306.0,5215170.0,0,BENIGN,0.99
20425933,6,7,210.0,482.0,168.0,0.0,35.0,65.59878047646923,482.0,0.0,68.85714285714285,182.17887599044752,33.87850141288528,0.6364458357911974,1702161.0833333333,4450777.34666875,15014476.0,1.0,15209377.0,3041875.4,6697319.1661573285,15021540.0,1.0,20425770.0,3404295.0,6052443.351207345,15015183.0,238.0,0,200,232,0.2937442319036296,0.3427016038875678,0.0,482.0,49.42857142857142,132.1378733838924,17460.417582417584,1,2,5,12,1.0,53.23076923076923,35.0,68.85714285714286,3,105,3,241,64240,128,4,32,97804.0,137315.8942657404,194901.0,707.0,10115043.5,6928843.889431519,15014476.0,5215611.0,0,BENIGN,0.99
20423436,6,7,210.0,482.0,168.0,0.0,35.0,65.62926176637978,482.0,0.0,68.85714285714285,182.17887599044752,33.88264344941762,0.636523648616227,1701953.0,4450619.738115274,15013325.0,1.0,15205996.0,3041199.2,6693145.8260469865,15013348.0,1.0,20423360.0,3403893.333333333,6052416.06334104,15014315.0,2.0,0,200,232,0.2937801455151816,0.3427435031010453,0.0,482.0,49.42857142857143,132.1436946810405,17461.95604395605,1,2,5,12,1.0,53.23076923076923,35.0,68.85714285714286,3,105,3,241,64240,128,4,32,96830.5,135538.9349246186,192671.0,990.0,10114886.5,6927438.16115052,15013325.0,5216448.0,0,BENIGN,0.99
20426168,6,7,210.0,482.0,168.0,0.0,35.0,65.62926176637978,482.0,0.0,68.85714285714285,182.17887599044752,33.8781116458065,0.6364385135772896,1702180.6666666667,4450698.647423495,15013929.0,17.0,15208660.0,3041732.0,6697392.899399064,15021540.0,373.0,20425899.0,3404316.5,6052373.374586923,15014748.0,125.0,0,200,232,0.2937408524202875,0.3426976611570021,0.0,482.0,49.42857142857143,132.1436946810405,17461.95604395605,1,2,5,12,1.0,53.23076923076923,35.0,68.85714285714286,3,105,3,241,64240,128,4,32,97775.0,137116.4901534458,194731.0,819.0,10115246.5,6927783.22925974,15013929.0,5216564.0,0,BENIGN,0.99
20428446,6,7,211.0,482.0,168.0,0.0,35.166666666666664,65.55430318954406,482.0,0.0,68.85714285714285,182.17887599044752,33.92328520730358,0.6363675435713514,1702370.5,4451042.357349292,15015016.0,0.0,15210250.0,3042050.0,6697227.4064584365,15021539.0,0.0,20428334.0,3404722.333333333,6052664.873406082,15015608.0,280.0,0,200,232,0.2937080970329314,0.34265944653842,0.0,482.0,49.50000000000001,132.12101096518123,17455.96153846154,1,2,5,12,1.0,53.30769230769231,35.166666666666664,68.85714285714286,3,105,3,241,64240,128,4,32,97913.0,137632.67810371198,195234.0,592.0,10116170.0,6928014.453177188,15015016.0,5217324.0,0,BENIGN,0.99
20424888,7,7,210.0,482.0,168.0,0.0,30.0,61.326992425847855,482.0,0.0,68.85714285714285,182.17887599044752,33.88023474106688,0.6854382751082895,1571145.2307692303,4287554.8976820335,15014099.0,0.0,20424798.0,3404133.0,6052641.233802645,15014393.0,0.0,20424775.0,3404129.1666666665,6052462.491247523,15014165.0,430.0,0,232,232,0.3427191375541447,0.3427191375541447,0.0,482.0,46.133333333333326,127.9692299325264,16376.123809523811,1,2,5,13,1.0,49.42857142857143,30.0,68.85714285714286,3,105,3,241,64240,128,4,32,96131.5,135857.13297615256,192197.0,66.0,10116097.5,6926820.149823763,15014099.0,5218096.0,0,BENIGN,0.98
20424451,6,7,211.0,482.0,168.0,0.0,35.166666666666664,65.55430318954406,482.0,0.0,68.85714285714285,182.17887599044752,33.92992056432753,0.6364920163582365,1702037.5833333335,4450992.231875035,15013563.0,1.0,15204491.0,3040898.2,6693878.684263684,15014393.0,442.0,20424313.0,3404052.1666666665,6052601.023355873,15013802.0,1.0,0,200,232,0.2937655460114937,0.3427264703467427,0.0,482.0,49.50000000000001,132.12101096518123,17455.96153846154,1,2,5,12,1.0,53.30769230769231,35.166666666666664,68.85714285714286,3,105,3,241,64240,128,4,32,95583.5,134837.48499768155,190928.0,239.0,10116641.5,6925292.7991764005,15013563.0,5219720.0,0,BENIGN,0.99
20428583,6,7,211.0,482.0,168.0,0.0,35.166666666666664,65.55430318954406,482.0,0.0,68.85714285714285,182.17887599044752,33.92305770791836,0.6363632759061164,1702381.9166666667,4450871.913750904,15013622.0,14.0,15207448.0,3041489.6,6697522.539006069,15021540.0,241.0,20428394.0,3404732.333333333,6052565.977426158,15014553.0,303.0,0,200,232,0.2937061273412845,0.3426571485648319,0.0,482.0,49.50000000000001,132.12101096518123,17455.96153846154,1,2,5,12,1.0,53.30769230769231,35.166666666666664,68.85714285714286,3,105,3,241,64240,128,4,32,97378.5,136397.3625569791,193826.0,931.0,10116761.5,6925206.532149095,15013622.0,5219901.0,0,BENIGN,0.99
